"Dato";"Region";"Kategori";"Antal borgere"
2021-12-16;Sjælland;Indlæggelse pga. andre forhold end covid-19;3
2021-12-16;Sjælland;Indlæggelse pga. covid-19;10
2021-12-16;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-16;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5
2021-12-16;Syddanmark;Indlæggelse pga. covid-19;12
2021-12-16;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-17;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;17
2021-12-17;Hovedstaden;Indlæggelse pga. covid-19;27
2021-12-17;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;13
2021-12-17;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2021-12-17;Midtjylland;Indlæggelse pga. covid-19;8
2021-12-17;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-17;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-17;Nordjylland;Indlæggelse pga. covid-19;6
2021-12-17;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-17;Sjælland;Indlæggelse pga. andre forhold end covid-19;6
2021-12-17;Sjælland;Indlæggelse pga. covid-19;6
2021-12-17;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-12-17;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4
2021-12-17;Syddanmark;Indlæggelse pga. covid-19;14
2021-12-17;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-18;;Indlæggelse pga. covid-19;1
2021-12-18;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;12
2021-12-18;Hovedstaden;Indlæggelse pga. covid-19;34
2021-12-18;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;8
2021-12-18;Midtjylland;Indlæggelse pga. andre forhold end covid-19;4
2021-12-18;Midtjylland;Indlæggelse pga. covid-19;5
2021-12-18;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-18;Nordjylland;Indlæggelse pga. covid-19;5
2021-12-18;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-18;Sjælland;Indlæggelse pga. andre forhold end covid-19;3
2021-12-18;Sjælland;Indlæggelse pga. covid-19;10
2021-12-18;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-18;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2
2021-12-18;Syddanmark;Indlæggelse pga. covid-19;8
2021-12-18;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-19;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;17
2021-12-19;Hovedstaden;Indlæggelse pga. covid-19;24
2021-12-19;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;10
2021-12-19;Midtjylland;Indlæggelse pga. andre forhold end covid-19;6
2021-12-19;Midtjylland;Indlæggelse pga. covid-19;7
2021-12-19;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-19;Nordjylland;Indlæggelse pga. covid-19;2
2021-12-19;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-19;Sjælland;Indlæggelse pga. andre forhold end covid-19;4
2021-12-19;Sjælland;Indlæggelse pga. covid-19;6
2021-12-19;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-19;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3
2021-12-19;Syddanmark;Indlæggelse pga. covid-19;6
2021-12-19;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-20;;Indlæggelse pga. covid-19;1
2021-12-20;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;16
2021-12-20;Hovedstaden;Indlæggelse pga. covid-19;28
2021-12-20;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;20
2021-12-20;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2021-12-20;Midtjylland;Indlæggelse pga. covid-19;6
2021-12-20;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-20;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-20;Nordjylland;Indlæggelse pga. covid-19;1
2021-12-20;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-20;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-20;Sjælland;Indlæggelse pga. covid-19;14
2021-12-20;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-20;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4
2021-12-20;Syddanmark;Indlæggelse pga. covid-19;8
2021-12-20;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-21;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;15
2021-12-21;Hovedstaden;Indlæggelse pga. covid-19;32
2021-12-21;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;18
2021-12-21;Midtjylland;Indlæggelse pga. andre forhold end covid-19;6
2021-12-21;Midtjylland;Indlæggelse pga. covid-19;13
2021-12-21;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-21;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-21;Nordjylland;Indlæggelse pga. covid-19;8
2021-12-21;Sjælland;Indlæggelse pga. andre forhold end covid-19;6
2021-12-21;Sjælland;Indlæggelse pga. covid-19;13
2021-12-21;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-21;Syddanmark;Indlæggelse pga. andre forhold end covid-19;4
2021-12-21;Syddanmark;Indlæggelse pga. covid-19;6
2021-12-21;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-22;;Indlæggelse pga. covid-19;1
2021-12-22;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;26
2021-12-22;Hovedstaden;Indlæggelse pga. covid-19;29
2021-12-22;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;21
2021-12-22;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2021-12-22;Midtjylland;Indlæggelse pga. covid-19;13
2021-12-22;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-22;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-12-22;Nordjylland;Indlæggelse pga. covid-19;7
2021-12-22;Sjælland;Indlæggelse pga. andre forhold end covid-19;3
2021-12-22;Sjælland;Indlæggelse pga. covid-19;12
2021-12-22;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;8
2021-12-22;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-12-22;Syddanmark;Indlæggelse pga. covid-19;11
2021-12-22;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-23;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;23
2021-12-23;Hovedstaden;Indlæggelse pga. covid-19;28
2021-12-23;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;21
2021-12-23;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2021-12-23;Midtjylland;Indlæggelse pga. covid-19;13
2021-12-23;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-23;Nordjylland;Indlæggelse pga. covid-19;3
2021-12-23;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-23;Sjælland;Indlæggelse pga. andre forhold end covid-19;8
2021-12-23;Sjælland;Indlæggelse pga. covid-19;15
2021-12-23;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9
2021-12-23;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2
2021-12-23;Syddanmark;Indlæggelse pga. covid-19;5
2021-12-23;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-24;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;10
2021-12-24;Hovedstaden;Indlæggelse pga. covid-19;22
2021-12-24;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;11
2021-12-24;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2021-12-24;Midtjylland;Indlæggelse pga. covid-19;9
2021-12-24;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-24;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-12-24;Nordjylland;Indlæggelse pga. covid-19;3
2021-12-24;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7
2021-12-24;Sjælland;Indlæggelse pga. andre forhold end covid-19;5
2021-12-24;Sjælland;Indlæggelse pga. covid-19;9
2021-12-24;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-12-24;Syddanmark;Indlæggelse pga. covid-19;2
2021-12-24;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-25;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;17
2021-12-25;Hovedstaden;Indlæggelse pga. covid-19;31
2021-12-25;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;21
2021-12-25;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-12-25;Midtjylland;Indlæggelse pga. covid-19;11
2021-12-25;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-25;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-25;Nordjylland;Indlæggelse pga. covid-19;2
2021-12-25;Sjælland;Indlæggelse pga. andre forhold end covid-19;4
2021-12-25;Sjælland;Indlæggelse pga. covid-19;14
2021-12-25;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-25;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2021-12-25;Syddanmark;Indlæggelse pga. covid-19;10
2021-12-25;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-26;;Indlæggelse pga. covid-19;1
2021-12-26;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;21
2021-12-26;Hovedstaden;Indlæggelse pga. covid-19;23
2021-12-26;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;11
2021-12-26;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-26;Midtjylland;Indlæggelse pga. covid-19;9
2021-12-26;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-26;Nordjylland;Indlæggelse pga. covid-19;1
2021-12-26;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-26;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-26;Sjælland;Indlæggelse pga. covid-19;17
2021-12-26;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2021-12-26;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5
2021-12-26;Syddanmark;Indlæggelse pga. covid-19;5
2021-12-26;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-27;;Indlæggelse pga. covid-19;2
2021-12-27;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;22
2021-12-27;Hovedstaden;Indlæggelse pga. covid-19;36
2021-12-27;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;26
2021-12-27;Midtjylland;Indlæggelse pga. andre forhold end covid-19;4
2021-12-27;Midtjylland;Indlæggelse pga. covid-19;19
2021-12-27;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-27;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2021-12-27;Nordjylland;Indlæggelse pga. covid-19;4
2021-12-27;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-27;Sjælland;Indlæggelse pga. andre forhold end covid-19;11
2021-12-27;Sjælland;Indlæggelse pga. covid-19;9
2021-12-27;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;11
2021-12-27;Syddanmark;Indlæggelse pga. andre forhold end covid-19;12
2021-12-27;Syddanmark;Indlæggelse pga. covid-19;15
2021-12-27;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-28;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;16
2021-12-28;Hovedstaden;Indlæggelse pga. covid-19;34
2021-12-28;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;34
2021-12-28;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-28;Midtjylland;Indlæggelse pga. covid-19;11
2021-12-28;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9
2021-12-28;Nordjylland;Indlæggelse pga. andre forhold end covid-19;4
2021-12-28;Nordjylland;Indlæggelse pga. covid-19;5
2021-12-28;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-28;Sjælland;Indlæggelse pga. andre forhold end covid-19;9
2021-12-28;Sjælland;Indlæggelse pga. covid-19;15
2021-12-28;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7
2021-12-28;Syddanmark;Indlæggelse pga. andre forhold end covid-19;6
2021-12-28;Syddanmark;Indlæggelse pga. covid-19;11
2021-12-28;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-12-29;;Indlæggelse pga. covid-19;1
2021-12-29;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;37
2021-12-29;Hovedstaden;Indlæggelse pga. covid-19;32
2021-12-29;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;26
2021-12-29;Midtjylland;Indlæggelse pga. andre forhold end covid-19;7
2021-12-29;Midtjylland;Indlæggelse pga. covid-19;17
2021-12-29;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-12-29;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-29;Nordjylland;Indlæggelse pga. covid-19;5
2021-12-29;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-29;Sjælland;Indlæggelse pga. andre forhold end covid-19;13
2021-12-29;Sjælland;Indlæggelse pga. covid-19;10
2021-12-29;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;13
2021-12-29;Syddanmark;Indlæggelse pga. andre forhold end covid-19;6
2021-12-29;Syddanmark;Indlæggelse pga. covid-19;10
2021-12-29;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-30;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;31
2021-12-30;Hovedstaden;Indlæggelse pga. covid-19;34
2021-12-30;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;25
2021-12-30;Midtjylland;Indlæggelse pga. andre forhold end covid-19;6
2021-12-30;Midtjylland;Indlæggelse pga. covid-19;12
2021-12-30;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2021-12-30;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3
2021-12-30;Nordjylland;Indlæggelse pga. covid-19;7
2021-12-30;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-30;Sjælland;Indlæggelse pga. andre forhold end covid-19;9
2021-12-30;Sjælland;Indlæggelse pga. covid-19;13
2021-12-30;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9
2021-12-30;Syddanmark;Indlæggelse pga. andre forhold end covid-19;10
2021-12-30;Syddanmark;Indlæggelse pga. covid-19;4
2021-12-30;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2021-12-31;;Indlæggelse pga. covid-19;1
2021-12-31;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;17
2021-12-31;Hovedstaden;Indlæggelse pga. covid-19;34
2021-12-31;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;8
2021-12-31;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-31;Midtjylland;Indlæggelse pga. covid-19;13
2021-12-31;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2021-12-31;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2021-12-31;Nordjylland;Indlæggelse pga. covid-19;4
2021-12-31;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2021-12-31;Sjælland;Indlæggelse pga. andre forhold end covid-19;7
2021-12-31;Sjælland;Indlæggelse pga. covid-19;9
2021-12-31;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2021-12-31;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5
2021-12-31;Syddanmark;Indlæggelse pga. covid-19;8
2021-12-31;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2022-01-01;;Indlæggelse pga. covid-19;1
2022-01-01;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;32
2022-01-01;Hovedstaden;Indlæggelse pga. covid-19;30
2022-01-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;21
2022-01-01;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2022-01-01;Midtjylland;Indlæggelse pga. covid-19;14
2022-01-01;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2022-01-01;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2022-01-01;Nordjylland;Indlæggelse pga. covid-19;9
2022-01-01;Sjælland;Indlæggelse pga. andre forhold end covid-19;14
2022-01-01;Sjælland;Indlæggelse pga. covid-19;12
2022-01-01;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2022-01-01;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5
2022-01-01;Syddanmark;Indlæggelse pga. covid-19;9
2022-01-01;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;10
2022-01-02;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;25
2022-01-02;Hovedstaden;Indlæggelse pga. covid-19;44
2022-01-02;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;24
2022-01-02;Midtjylland;Indlæggelse pga. andre forhold end covid-19;5
2022-01-02;Midtjylland;Indlæggelse pga. covid-19;12
2022-01-02;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-02;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2022-01-02;Nordjylland;Indlæggelse pga. covid-19;11
2022-01-02;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2022-01-02;Sjælland;Indlæggelse pga. andre forhold end covid-19;8
2022-01-02;Sjælland;Indlæggelse pga. covid-19;17
2022-01-02;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7
2022-01-02;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3
2022-01-02;Syddanmark;Indlæggelse pga. covid-19;8
2022-01-02;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2022-01-03;;Indlæggelse pga. andre forhold end covid-19;2
2022-01-03;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-03;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;53
2022-01-03;Hovedstaden;Indlæggelse pga. covid-19;36
2022-01-03;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;21
2022-01-03;Midtjylland;Indlæggelse pga. andre forhold end covid-19;11
2022-01-03;Midtjylland;Indlæggelse pga. covid-19;11
2022-01-03;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9
2022-01-03;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3
2022-01-03;Nordjylland;Indlæggelse pga. covid-19;11
2022-01-03;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2022-01-03;Sjælland;Indlæggelse pga. andre forhold end covid-19;10
2022-01-03;Sjælland;Indlæggelse pga. covid-19;14
2022-01-03;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;15
2022-01-03;Syddanmark;Indlæggelse pga. andre forhold end covid-19;11
2022-01-03;Syddanmark;Indlæggelse pga. covid-19;11
2022-01-03;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2022-01-04;;Indlæggelse pga. andre forhold end covid-19;1
2022-01-04;;Indlæggelse pga. covid-19;1
2022-01-04;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-04;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;30
2022-01-04;Hovedstaden;Indlæggelse pga. covid-19;38
2022-01-04;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;19
2022-01-04;Midtjylland;Indlæggelse pga. andre forhold end covid-19;8
2022-01-04;Midtjylland;Indlæggelse pga. covid-19;18
2022-01-04;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-04;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3
2022-01-04;Nordjylland;Indlæggelse pga. covid-19;6
2022-01-04;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2022-01-04;Sjælland;Indlæggelse pga. andre forhold end covid-19;14
2022-01-04;Sjælland;Indlæggelse pga. covid-19;12
2022-01-04;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10
2022-01-04;Syddanmark;Indlæggelse pga. andre forhold end covid-19;6
2022-01-04;Syddanmark;Indlæggelse pga. covid-19;6
2022-01-04;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2022-01-05;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-05;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;30
2022-01-05;Hovedstaden;Indlæggelse pga. covid-19;23
2022-01-05;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;21
2022-01-05;Midtjylland;Indlæggelse pga. andre forhold end covid-19;6
2022-01-05;Midtjylland;Indlæggelse pga. covid-19;13
2022-01-05;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-05;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3
2022-01-05;Nordjylland;Indlæggelse pga. covid-19;10
2022-01-05;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-05;Sjælland;Indlæggelse pga. andre forhold end covid-19;8
2022-01-05;Sjælland;Indlæggelse pga. covid-19;12
2022-01-05;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;9
2022-01-05;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5
2022-01-05;Syddanmark;Indlæggelse pga. covid-19;9
2022-01-05;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2022-01-06;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;33
2022-01-06;Hovedstaden;Indlæggelse pga. covid-19;22
2022-01-06;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;29
2022-01-06;Midtjylland;Indlæggelse pga. andre forhold end covid-19;4
2022-01-06;Midtjylland;Indlæggelse pga. covid-19;9
2022-01-06;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2022-01-06;Nordjylland;Indlæggelse pga. andre forhold end covid-19;2
2022-01-06;Nordjylland;Indlæggelse pga. covid-19;2
2022-01-06;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2022-01-06;Sjælland;Indlæggelse pga. andre forhold end covid-19;15
2022-01-06;Sjælland;Indlæggelse pga. covid-19;14
2022-01-06;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;10
2022-01-06;Syddanmark;Indlæggelse pga. andre forhold end covid-19;10
2022-01-06;Syddanmark;Indlæggelse pga. covid-19;12
2022-01-06;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-07;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;28
2022-01-07;Hovedstaden;Indlæggelse pga. covid-19;29
2022-01-07;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;19
2022-01-07;Midtjylland;Indlæggelse pga. andre forhold end covid-19;3
2022-01-07;Midtjylland;Indlæggelse pga. covid-19;18
2022-01-07;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-07;Nordjylland;Indlæggelse pga. covid-19;8
2022-01-07;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-07;Sjælland;Indlæggelse pga. andre forhold end covid-19;7
2022-01-07;Sjælland;Indlæggelse pga. covid-19;4
2022-01-07;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7
2022-01-07;Syddanmark;Indlæggelse pga. andre forhold end covid-19;5
2022-01-07;Syddanmark;Indlæggelse pga. covid-19;10
2022-01-07;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2022-01-08;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;30
2022-01-08;Hovedstaden;Indlæggelse pga. covid-19;29
2022-01-08;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;17
2022-01-08;Midtjylland;Indlæggelse pga. andre forhold end covid-19;2
2022-01-08;Midtjylland;Indlæggelse pga. covid-19;7
2022-01-08;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2022-01-08;Nordjylland;Indlæggelse pga. andre forhold end covid-19;3
2022-01-08;Nordjylland;Indlæggelse pga. covid-19;2
2022-01-08;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-08;Sjælland;Indlæggelse pga. andre forhold end covid-19;7
2022-01-08;Sjælland;Indlæggelse pga. covid-19;9
2022-01-08;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2022-01-08;Syddanmark;Indlæggelse pga. andre forhold end covid-19;3
2022-01-08;Syddanmark;Indlæggelse pga. covid-19;5
2022-01-08;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2022-01-09;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-09;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;18
2022-01-09;Hovedstaden;Indlæggelse pga. covid-19;30
2022-01-09;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;20
2022-01-09;Midtjylland;Indlæggelse pga. andre forhold end covid-19;8
2022-01-09;Midtjylland;Indlæggelse pga. covid-19;12
2022-01-09;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2022-01-09;Nordjylland;Indlæggelse pga. andre forhold end covid-19;6
2022-01-09;Nordjylland;Indlæggelse pga. covid-19;5
2022-01-09;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2022-01-09;Sjælland;Indlæggelse pga. andre forhold end covid-19;11
2022-01-09;Sjælland;Indlæggelse pga. covid-19;12
2022-01-09;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2022-01-09;Syddanmark;Indlæggelse pga. andre forhold end covid-19;11
2022-01-09;Syddanmark;Indlæggelse pga. covid-19;7
2022-01-09;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;8
2022-01-10;;Indlæggelse pga. covid-19;1
2022-01-10;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2022-01-10;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;20
2022-01-10;Hovedstaden;Indlæggelse pga. covid-19;24
2022-01-10;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;29
2022-01-10;Midtjylland;Indlæggelse pga. andre forhold end covid-19;9
2022-01-10;Midtjylland;Indlæggelse pga. covid-19;14
2022-01-10;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2022-01-10;Nordjylland;Indlæggelse pga. andre forhold end covid-19;5
2022-01-10;Nordjylland;Indlæggelse pga. covid-19;9
2022-01-10;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;7
