"Dato";"Region";"Kategori";"Antal borgere"
2020-09-22;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-09-23;Hovedstaden;Indlæggelse pga. covid-19;11
2020-09-23;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-23;Midtjylland;Indlæggelse pga. covid-19;1
2020-09-23;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-23;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-09-23;Nordjylland;Indlæggelse pga. covid-19;1
2020-09-23;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-23;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2020-09-23;Sjælland;Indlæggelse pga. covid-19;2
2020-09-23;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-23;Syddanmark;Indlæggelse pga. covid-19;2
2020-09-24;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-09-24;Hovedstaden;Indlæggelse pga. covid-19;8
2020-09-24;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-24;Midtjylland;Indlæggelse pga. covid-19;3
2020-09-24;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-24;Nordjylland;Indlæggelse pga. covid-19;3
2020-09-24;Sjælland;Indlæggelse pga. covid-19;3
2020-09-24;Syddanmark;Indlæggelse pga. covid-19;4
2020-09-24;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-09-25;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-09-25;Hovedstaden;Indlæggelse pga. covid-19;7
2020-09-25;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2020-09-25;Midtjylland;Indlæggelse pga. covid-19;1
2020-09-25;Nordjylland;Indlæggelse pga. covid-19;2
2020-09-25;Sjælland;Indlæggelse pga. covid-19;1
2020-09-25;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-09-25;Syddanmark;Indlæggelse pga. covid-19;1
2020-09-26;Hovedstaden;Indlæggelse pga. covid-19;3
2020-09-26;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-09-26;Midtjylland;Indlæggelse pga. covid-19;4
2020-09-26;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-26;Sjælland;Indlæggelse pga. covid-19;2
2020-09-27;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-09-27;Hovedstaden;Indlæggelse pga. covid-19;9
2020-09-27;Midtjylland;Indlæggelse pga. covid-19;2
2020-09-27;Nordjylland;Indlæggelse pga. covid-19;1
2020-09-27;Sjælland;Indlæggelse pga. covid-19;3
2020-09-27;Syddanmark;Indlæggelse pga. covid-19;3
2020-09-28;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-09-28;Hovedstaden;Indlæggelse pga. covid-19;11
2020-09-28;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-28;Midtjylland;Indlæggelse pga. covid-19;1
2020-09-28;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-28;Syddanmark;Indlæggelse pga. andre forhold end covid-19;2
2020-09-28;Syddanmark;Indlæggelse pga. covid-19;4
2020-09-29;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-09-29;Hovedstaden;Indlæggelse pga. covid-19;4
2020-09-29;Midtjylland;Indlæggelse pga. covid-19;4
2020-09-29;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-09-29;Nordjylland;Indlæggelse pga. covid-19;1
2020-09-29;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-09-29;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-30;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-09-30;Hovedstaden;Indlæggelse pga. covid-19;5
2020-09-30;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-30;Midtjylland;Indlæggelse pga. covid-19;4
2020-09-30;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-30;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-09-30;Sjælland;Indlæggelse pga. covid-19;2
2020-09-30;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-09-30;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-01;Hovedstaden;Indlæggelse pga. covid-19;5
2020-10-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-01;Midtjylland;Indlæggelse pga. covid-19;8
2020-10-01;Nordjylland;Indlæggelse pga. covid-19;2
2020-10-01;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-01;Sjælland;Indlæggelse pga. covid-19;1
2020-10-01;Syddanmark;Indlæggelse pga. covid-19;3
2020-10-01;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-02;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-02;Hovedstaden;Indlæggelse pga. covid-19;4
2020-10-02;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-02;Midtjylland;Indlæggelse pga. covid-19;4
2020-10-02;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-02;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-02;Sjælland;Indlæggelse pga. covid-19;4
2020-10-02;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-02;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-03;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-03;Hovedstaden;Indlæggelse pga. covid-19;6
2020-10-03;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-03;Midtjylland;Indlæggelse pga. covid-19;2
2020-10-04;;Indlæggelse pga. covid-19;1
2020-10-04;Hovedstaden;Indlæggelse pga. covid-19;10
2020-10-04;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-04;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-04;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-04;Sjælland;Indlæggelse pga. covid-19;1
2020-10-04;Syddanmark;Indlæggelse pga. covid-19;4
2020-10-05;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-05;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-05;Hovedstaden;Indlæggelse pga. covid-19;9
2020-10-05;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2020-10-05;Midtjylland;Indlæggelse pga. covid-19;8
2020-10-05;Nordjylland;Indlæggelse pga. covid-19;2
2020-10-05;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-05;Sjælland;Indlæggelse pga. covid-19;1
2020-10-05;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-05;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-06;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-06;Hovedstaden;Indlæggelse pga. covid-19;4
2020-10-06;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-06;Midtjylland;Indlæggelse pga. covid-19;1
2020-10-06;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-07;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-07;Hovedstaden;Indlæggelse pga. covid-19;5
2020-10-07;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-07;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-07;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-07;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-07;Sjælland;Indlæggelse pga. covid-19;1
2020-10-07;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-08;Hovedstaden;Indlæggelse pga. covid-19;2
2020-10-08;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-08;Midtjylland;Indlæggelse pga. covid-19;4
2020-10-08;Sjælland;Indlæggelse pga. covid-19;1
2020-10-08;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-09;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-09;Hovedstaden;Indlæggelse pga. covid-19;1
2020-10-09;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-09;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-09;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-09;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-09;Sjælland;Indlæggelse pga. covid-19;1
2020-10-09;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-09;Syddanmark;Indlæggelse pga. covid-19;3
2020-10-10;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-10;Hovedstaden;Indlæggelse pga. covid-19;3
2020-10-10;Midtjylland;Indlæggelse pga. covid-19;2
2020-10-10;Nordjylland;Indlæggelse pga. covid-19;3
2020-10-10;Sjælland;Indlæggelse pga. covid-19;2
2020-10-10;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-11;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-11;Hovedstaden;Indlæggelse pga. covid-19;4
2020-10-11;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-11;Midtjylland;Indlæggelse pga. covid-19;2
2020-10-11;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-11;Nordjylland;Indlæggelse pga. covid-19;2
2020-10-11;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-11;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-10-11;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-12;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-12;Hovedstaden;Indlæggelse pga. covid-19;10
2020-10-12;Midtjylland;Indlæggelse pga. covid-19;7
2020-10-12;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-12;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-12;Sjælland;Indlæggelse pga. covid-19;1
2020-10-12;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-12;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-13;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-13;Hovedstaden;Indlæggelse pga. covid-19;6
2020-10-13;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-13;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-13;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-13;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-13;Sjælland;Indlæggelse pga. covid-19;1
2020-10-13;Syddanmark;Indlæggelse pga. covid-19;3
2020-10-14;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-14;Hovedstaden;Indlæggelse pga. covid-19;4
2020-10-14;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;5
2020-10-14;Midtjylland;Indlæggelse pga. covid-19;5
2020-10-14;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-14;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-14;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-14;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-15;Hovedstaden;Indlæggelse pga. covid-19;10
2020-10-15;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-15;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-15;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-15;Nordjylland;Indlæggelse pga. covid-19;5
2020-10-15;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-16;;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-16;Hovedstaden;Indlæggelse pga. covid-19;8
2020-10-16;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-16;Midtjylland;Indlæggelse pga. covid-19;4
2020-10-16;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-16;Sjælland;Indlæggelse pga. covid-19;3
2020-10-16;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-17;Hovedstaden;Indlæggelse pga. covid-19;6
2020-10-17;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-17;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-17;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-17;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-17;Sjælland;Indlæggelse pga. covid-19;1
2020-10-17;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-18;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-18;Hovedstaden;Indlæggelse pga. covid-19;8
2020-10-18;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-18;Midtjylland;Indlæggelse pga. covid-19;6
2020-10-18;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-18;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-18;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-18;Syddanmark;Indlæggelse pga. covid-19;5
2020-10-19;;Indlæggelse pga. covid-19;1
2020-10-19;Hovedstaden;Indlæggelse pga. covid-19;9
2020-10-19;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-19;Midtjylland;Indlæggelse pga. covid-19;5
2020-10-19;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-19;Sjælland;Indlæggelse pga. covid-19;4
2020-10-19;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-19;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-19;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-20;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-20;Hovedstaden;Indlæggelse pga. covid-19;5
2020-10-20;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2020-10-20;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-20;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-20;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-20;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-10-20;Syddanmark;Indlæggelse pga. covid-19;3
2020-10-21;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2020-10-21;Hovedstaden;Indlæggelse pga. covid-19;8
2020-10-21;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-21;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-21;Midtjylland;Indlæggelse pga. covid-19;4
2020-10-21;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-21;Sjælland;Indlæggelse pga. covid-19;2
2020-10-21;Syddanmark;Indlæggelse pga. covid-19;3
2020-10-21;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-22;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-22;Hovedstaden;Indlæggelse pga. covid-19;7
2020-10-22;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2020-10-22;Midtjylland;Indlæggelse pga. covid-19;2
2020-10-22;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-22;Sjælland;Indlæggelse pga. covid-19;1
2020-10-22;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-23;;Indlæggelse pga. covid-19;1
2020-10-23;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-23;Hovedstaden;Indlæggelse pga. covid-19;9
2020-10-23;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-23;Midtjylland;Indlæggelse pga. covid-19;3
2020-10-23;Nordjylland;Indlæggelse pga. covid-19;4
2020-10-23;Sjælland;Indlæggelse pga. covid-19;4
2020-10-23;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-23;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-24;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-24;Hovedstaden;Indlæggelse pga. covid-19;8
2020-10-24;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-24;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-24;Midtjylland;Indlæggelse pga. covid-19;2
2020-10-24;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-24;Nordjylland;Indlæggelse pga. covid-19;2
2020-10-24;Sjælland;Indlæggelse pga. covid-19;3
2020-10-24;Syddanmark;Indlæggelse pga. covid-19;1
2020-10-24;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-25;;Indlæggelse pga. covid-19;1
2020-10-25;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;3
2020-10-25;Hovedstaden;Indlæggelse pga. covid-19;10
2020-10-25;Midtjylland;Indlæggelse pga. covid-19;1
2020-10-25;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-25;Nordjylland;Indlæggelse pga. covid-19;3
2020-10-25;Sjælland;Indlæggelse pga. covid-19;1
2020-10-25;Syddanmark;Indlæggelse pga. covid-19;6
2020-10-25;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-26;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-26;Hovedstaden;Indlæggelse pga. covid-19;6
2020-10-26;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2020-10-26;Midtjylland;Indlæggelse pga. covid-19;6
2020-10-26;Nordjylland;Indlæggelse pga. covid-19;1
2020-10-26;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-26;Sjælland;Indlæggelse pga. covid-19;6
2020-10-26;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-26;Syddanmark;Indlæggelse pga. covid-19;2
2020-10-26;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-27;;Indlæggelse pga. covid-19;1
2020-10-27;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-27;Hovedstaden;Indlæggelse pga. covid-19;12
2020-10-27;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2020-10-27;Midtjylland;Indlæggelse pga. covid-19;9
2020-10-27;Nordjylland;Indlæggelse pga. covid-19;2
2020-10-27;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-27;Sjælland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-27;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-10-27;Syddanmark;Indlæggelse pga. covid-19;3
2020-10-28;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;1
2020-10-28;Hovedstaden;Indlæggelse pga. covid-19;8
2020-10-28;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-28;Midtjylland;Indlæggelse pga. covid-19;6
2020-10-28;Nordjylland;Indlæggelse pga. covid-19;3
2020-10-28;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-28;Sjælland;Indlæggelse pga. covid-19;2
2020-10-28;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-10-28;Syddanmark;Indlæggelse pga. covid-19;4
2020-10-29;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
2020-10-29;Hovedstaden;Indlæggelse pga. covid-19;10
2020-10-29;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2020-10-29;Midtjylland;Indlæggelse pga. covid-19;4
2020-10-29;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-29;Nordjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-10-29;Nordjylland;Indlæggelse pga. covid-19;3
2020-10-29;Sjælland;Indlæggelse pga. covid-19;1
2020-10-29;Sjælland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-29;Syddanmark;Indlæggelse pga. covid-19;7
2020-10-29;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-30;Hovedstaden;Indlæggelse pga. covid-19;5
2020-10-30;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2020-10-30;Midtjylland;Indlæggelse pga. covid-19;5
2020-10-30;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;3
2020-10-30;Nordjylland;Indlæggelse pga. covid-19;4
2020-10-30;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-30;Sjælland;Indlæggelse pga. covid-19;4
2020-10-30;Syddanmark;Indlæggelse pga. andre forhold end covid-19;1
2020-10-30;Syddanmark;Indlæggelse pga. covid-19;4
2020-10-31;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;4
2020-10-31;Hovedstaden;Indlæggelse pga. covid-19;13
2020-10-31;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;4
2020-10-31;Midtjylland;Indlæggelse pga. covid-19;2
2020-10-31;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-10-31;Nordjylland;Indlæggelse pga. covid-19;3
2020-10-31;Nordjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-10-31;Sjælland;Indlæggelse pga. andre forhold end covid-19;2
2020-10-31;Sjælland;Indlæggelse pga. covid-19;3
2020-10-31;Syddanmark;Indlæggelse pga. covid-19;4
2020-10-31;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-11-01;;Indlæggelse pga. andre forhold end covid-19;1
2020-11-01;;Indlæggelse pga. covid-19;1
2020-11-01;Hovedstaden;Indlæggelse pga. covid-19;9
2020-11-01;Hovedstaden;Indlæggelse, hvor covid-19 kan have spillet en rolle;6
2020-11-01;Midtjylland;Indlæggelse pga. andre forhold end covid-19;1
2020-11-01;Midtjylland;Indlæggelse pga. covid-19;6
2020-11-01;Midtjylland;Indlæggelse, hvor covid-19 kan have spillet en rolle;1
2020-11-01;Sjælland;Indlæggelse pga. covid-19;1
2020-11-01;Syddanmark;Indlæggelse pga. covid-19;10
2020-11-01;Syddanmark;Indlæggelse, hvor covid-19 kan have spillet en rolle;2
2020-11-02;Hovedstaden;Indlæggelse pga. andre forhold end covid-19;2
