"Uge";"Aldersgruppe";"Testede pr. 100.000 borgere";"Positive pr. 100.000 borgere";"Nyindlagte pr. 100.000 borgere";"Antal testede";"Antal positive"
2022-U30;16-19;512;90;1,5;1411;248
2022-U30;20-39;811;184;3,5;12188;2760
2022-U30;40-64;951;234;5,3;17996;4435
2022-U30;65-79;1113;219;23,3;10097;1987
2022-U30;80+;2413;177;62,8;7180;527
2022-U31;00-02;196;54;10,7;366;101
2022-U31;03-05;248;52;1,1;467;98
2022-U31;06-11;354;73;0,8;1305;269
2022-U31;12-15;396;86;0,4;1085;235
2022-U31;16-19;483;103;4,0;1332;283
2022-U31;20-39;704;167;3,1;10594;2507
2022-U31;40-64;848;227;5,0;16061;4305
2022-U31;65-79;998;217;19,3;9063;1967
2022-U31;80+;2093;173;60,5;6257;516
2022-U32;00-02;278;65;13,4;519;121
2022-U32;03-05;307;69;2,1;578;130
2022-U32;06-11;327;91;1,1;1206;336
2022-U32;12-15;339;87;0,4;928;239
2022-U32;16-19;450;121;1,8;1242;333
2022-U32;20-39;811;214;3,6;12201;3218
2022-U32;40-64;931;274;5,8;17625;5188
2022-U32;65-79;975;220;20,9;8854;1997
2022-U32;80+;1873;176;53,5;5599;526
2022-U33;00-02;275;49;8,0;513;92
2022-U33;03-05;360;62;1,1;679;117
2022-U33;06-11;404;84;1,4;1487;308
2022-U33;12-15;443;91;0,7;1214;250
2022-U33;16-19;476;92;1,5;1313;254
2022-U33;20-39;809;149;3,0;12171;2234
2022-U33;40-64;1001;184;5,2;18949;3474
2022-U33;65-79;954;174;18,4;8660;1579
2022-U33;80+;2094;161;54,2;6261;481
2022-U34;00-02;270;37;8,6;504;69
2022-U34;03-05;298;33;0,5;562;63
2022-U34;06-11;353;49;0,5;1299;180
2022-U34;12-15;409;51;0,7;1121;141
2022-U34;16-19;416;57;0,7;1148;156
2022-U34;20-39;699;104;2,1;10507;1566
2022-U34;40-64;884;136;4,0;16737;2580
2022-U34;65-79;839;138;14,4;7617;1257
2022-U34;80+;1785;115;42,8;5336;344
2022-U35;00-02;236;16;5,9;439;30
2022-U35;03-05;237;21;1,6;447;39
2022-U35;06-11;275;23;0,3;1012;85
2022-U35;12-15;301;30;0,4;824;83
2022-U35;16-19;355;38;0,4;978;105
2022-U35;20-39;646;75;2,2;9723;1128
2022-U35;40-64;890;107;3,0;16848;2033
2022-U35;65-79;809;121;12,3;7343;1099
2022-U35;80+;1548;100;27,1;4629;300
2022-U36;00-02;236;15;5,9;440;28
2022-U36;03-05;195;12;0,0;368;22
2022-U36;06-11;225;21;0,0;831;79
2022-U36;12-15;313;26;0,4;859;70
2022-U36;16-19;375;34;0,0;1035;94
2022-U36;20-39;642;79;1,3;9653;1190
2022-U36;40-64;906;121;3,0;17162;2286
2022-U36;65-79;866;139;13,5;7865;1259
2022-U36;80+;1613;122;36,6;4845;365
2022-U37;00-02;243;16;4,3;453;30
2022-U37;03-05;185;13;0,5;348;24
2022-U37;06-11;194;20;0,0;717;75
2022-U37;12-15;255;28;0,0;700;76
2022-U37;16-19;318;28;0,0;878;78
2022-U37;20-39;627;65;1,3;9433;976
2022-U37;40-64;933;115;3,4;17675;2178
2022-U37;65-79;872;154;14,8;7918;1396
2022-U37;80+;1697;128;37,0;5095;385
2022-U38;00-02;285;19;3,8;530;35
2022-U38;03-05;242;12;0,0;456;23
2022-U38;06-11;221;23;0,3;817;85
2022-U38;12-15;252;30;0,0;690;81
2022-U38;16-19;324;33;0,4;894;92
2022-U38;20-39;639;76;2,1;9616;1150
2022-U38;40-64;998;153;4,2;18902;2903
2022-U38;65-79;1045;221;21,0;9488;2009
2022-U38;80+;1748;183;50,3;5248;550
2022-U39;00-02;335;25;5,4;624;47
2022-U39;03-05;322;20;1,6;607;37
2022-U39;06-11;259;27;0,3;956;101
2022-U39;12-15;273;30;0,0;749;83
2022-U39;16-19;356;33;1,1;984;91
2022-U39;20-39;741;101;2,5;11145;1517
2022-U39;40-64;1193;189;5,7;22595;3570
2022-U39;65-79;1196;257;24,2;10857;2331
2022-U39;80+;2163;232;65,9;6496;696
2022-U40;00-02;421;20;4,3;783;37
2022-U40;03-05;360;16;0,0;679;31
2022-U40;06-11;295;37;0,0;1087;138
2022-U40;12-15;309;41;0,4;847;112
2022-U40;16-19;341;45;1,4;946;126
2022-U40;20-39;754;115;2,7;11383;1743
2022-U40;40-64;1174;219;5,9;22230;4148
2022-U40;65-79;1212;275;27,2;11005;2501
2022-U40;80+;2282;214;73,0;6880;644
2022-U41;00-02;474;31;8,1;882;57
2022-U41;03-05;323;17;0,0;608;32
2022-U41;06-11;339;33;0,8;1252;120
2022-U41;12-15;373;44;1,8;1022;120
2022-U41;16-19;404;47;0,7;1121;129
2022-U41;20-39;755;109;2,5;11403;1644
2022-U41;40-64;1197;205;6,4;22678;3884
2022-U41;65-79;1155;255;33,8;10487;2312
2022-U41;80+;2341;227;91,2;7059;685
2022-U42;00-02;453;33;7,5;843;62
2022-U42;03-05;306;19;1,1;577;35
2022-U42;06-11;248;25;0,3;915;92
2022-U42;12-15;225;38;0,4;618;103
2022-U42;16-19;288;45;0,7;798;126
2022-U42;20-39;647;110;2,3;9764;1659
2022-U42;40-64;972;175;6,9;18411;3323
2022-U42;65-79;1005;183;26,4;9124;1659
2022-U42;80+;2206;175;65,7;6652;529
2022-U43;00-02;427;25;7,5;794;47
2022-U43;03-05;231;20;1,1;435;38
2022-U43;06-11;238;35;0,3;879;130
2022-U43;12-15;277;55;0,7;758;150
2022-U43;16-19;308;62;0,4;855;173
2022-U43;20-39;631;94;1,7;9532;1415
2022-U43;40-64;986;140;4,8;18670;2660
2022-U43;65-79;928;110;18,5;8422;1000
2022-U43;80+;1966;123;52,4;5927;372
2022-U44;00-02;425;19;7,0;788;36
2022-U44;03-05;254;16;0,0;478;30
2022-U44;06-11;225;34;0,3;829;125
2022-U44;12-15;255;45;0,0;699;123
2022-U44;16-19;306;57;1,1;850;159
2022-U44;20-39;529;74;1,8;8018;1116
2022-U44;40-64;795;94;3,9;15052;1788
2022-U44;65-79;762;63;12,4;6919;575
2022-U44;80+;1751;75;33,5;5306;226
2022-U45;00-02;419;23;7,0;777;43
2022-U45;03-05;278;16;0,5;523;31
2022-U45;06-11;270;38;0,3;997;140
2022-U45;12-15;276;51;0,4;757;139
2022-U45;16-19;333;54;1,1;927;149
2022-U45;20-39;566;86;1,4;8578;1301
2022-U45;40-64;818;90;2,6;15485;1699
2022-U45;65-79;717;57;10,0;6512;517
2022-U45;80+;1548;61;27,1;4690;184
